"ツイートID","ツイートの固定リンク","ツイート本文","時間","インプレッション","エンゲージメント","エンゲージメント率","リツイート","返信","いいね","ユーザープロフィールクリック","URLクリック数","ハッシュタグクリック","詳細クリック","固定リンクのクリック数","アプリ表示","アプリインストール","フォロー中","ツイートをメール送信","ダイアル式電話","メディアの再生数","メディアのエンゲージメント","プロモのインプレッション","プロモのエンゲージメント","プロモのエンゲージメント率","プロモのリツイート","プロモの返信","プロモのいいね","プロモのユーザープロフィールクリック","プロモのURLクリック数","プロモのハッシュタグクリック","プロモの詳細クリック","プロモの固定リンクのクリック数","プロモのアプリ表示","プロモのアプリインストール","プロモのフォロー中","プロモのツイートをメール送信","プロモのダイアル式電話","プロモのメディアの再生数","プロモのメディアのエンゲージメント"
"810088236928405504","https://twitter.com/nandaka_furari/status/810088236928405504","@nandaka_furari 削除したった。","2016-12-17 11:44 +0000","20.0","1.0","0.05","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"810088029595508736","https://twitter.com/nandaka_furari/status/810088029595508736","あなたが最後に聞いた曲は? — HDバージョン。
https://t.co/pH9kNeUxp8 https://t.co/xOYNBOqMBI","2016-12-17 11:43 +0000","53.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"810086433839054848","https://twitter.com/nandaka_furari/status/810086433839054848","久々にaskfmにログインしてみたが…すべての質問を削除か…ゴクリ。","2016-12-17 11:37 +0000","49.0","1.0","0.02040816326530612","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"810080242199040000","https://twitter.com/nandaka_furari/status/810080242199040000","Underworld…two months off…ポリリズム…
Underworldが日本のシーンに与えた影響とは…。","2016-12-17 11:12 +0000","34.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809976838432980993","https://twitter.com/nandaka_furari/status/809976838432980993","ものすごくサカナクションっぽい。
https://t.co/weGqPHW8yG
いやサカナクションがUnderworldっぽいのか？","2016-12-17 04:21 +0000","59.0","16.0","0.2711864406779661","0.0","0.0","0.0","0.0","6.0","0.0","6.0","0.0","0","0","0","0","0","4","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809753355161452544","https://twitter.com/nandaka_furari/status/809753355161452544","スペースワールド、ポケモンGOのスポットがたくさんあったから時間があったら行こうと思っていたけど、思いの外ポケGOをしていないから結局行かずじまいだった。ここにも閉鎖の理由が垣間見える…。","2016-12-16 13:33 +0000","98.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809752568708485120","https://twitter.com/nandaka_furari/status/809752568708485120","逆に言えばそれ以来行ってないという事…閉鎖の理由が垣間見える…。
https://t.co/ef2Q8NiMBL","2016-12-16 13:30 +0000","41.0","1.0","0.024390243902439025","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809747363073912832","https://twitter.com/nandaka_furari/status/809747363073912832","bootstrapは4じゃなく3の方がいいな。まだ作りかけのようだし。","2016-12-16 13:09 +0000","23.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809737617830838272","https://twitter.com/nandaka_furari/status/809737617830838272","@nandaka_furari 慣れの問題だとは思うけど。","2016-12-16 12:31 +0000","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809737177680592896","https://twitter.com/nandaka_furari/status/809737177680592896","仮想DOMって言われてもガンダムに出てくるモビルスーツの仮装をしている人のイメージしか出てこない。","2016-12-16 12:29 +0000","34.0","1.0","0.029411764705882353","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809733422167957505","https://twitter.com/nandaka_furari/status/809733422167957505","@nandaka_furari まあここら辺のフレームワークを使わないという手もあるな。現状ではなんとなく入れてみただけだし。","2016-12-16 12:14 +0000","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809732496371773441","https://twitter.com/nandaka_furari/status/809732496371773441","型付きのJavaScript、魅力はあるが、やはり新たに言語を学習するのは難易度高い…。JavaScriptとあまり変わらないらしいけど。","2016-12-16 12:10 +0000","25.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809731701865754624","https://twitter.com/nandaka_furari/status/809731701865754624","勉強がてらAngular2を使うようにしてみようとCDNのをリンクさせていたのだが、
https://t.co/EKwJwyYj51
単にCDNから引っ張ってくるだけではダメらしい？
https://t.co/tK04auPt0t
TypeScriptを使う必要があるのか？","2016-12-16 12:07 +0000","48.0","1.0","0.020833333333333332","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809716207632859136","https://twitter.com/nandaka_furari/status/809716207632859136","俺も仕事するなら石油王がいいな。どのくらい金払いがいいのか。","2016-12-16 11:06 +0000","25.0","1.0","0.04","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809715031965192192","https://twitter.com/nandaka_furari/status/809715031965192192","スペースワールド閉園か。十何年かくらい前に行ったばかりなのに。（どのくらい行ってなかったかな）","2016-12-16 11:01 +0000","32.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809606939151732736","https://twitter.com/nandaka_furari/status/809606939151732736","@nandaka_furari 2000を基準にしてやってみたらどうかと思っている。","2016-12-16 03:51 +0000","16.0","1.0","0.0625","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809606737217003520","https://twitter.com/nandaka_furari/status/809606737217003520","フォロー数を増やしすぎると体に毒とということで、以前にフォロワーのなかにフォローが多すぎと思った人がいたらブロ解をしたことがあった。その時は基準の数が1000にしてたものだからフォロワーが減りすぎて空しくなってきたので途中でやめた。しかし、やはり気になるので今度は、","2016-12-16 03:51 +0000","32.0","3.0","0.09375","0.0","1.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809414702073688068","https://twitter.com/nandaka_furari/status/809414702073688068","寝るかな。","2016-12-15 15:07 +0000","28.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809414137256165376","https://twitter.com/nandaka_furari/status/809414137256165376","ツイッターさん出会い系のプロモーションは流さないでくれます？","2016-12-15 15:05 +0000","31.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809408559158919168","https://twitter.com/nandaka_furari/status/809408559158919168","ツイッターに「俺はこういうプロモーションが好みなんだぞ！」と学習させてアレなプロモーションが流れてこないようにするツイッターライフハック。","2016-12-15 14:43 +0000","32.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809406991546204160","https://twitter.com/nandaka_furari/status/809406991546204160","@nandaka_furari どういうサイトなんだろ。一見すると趣味で記事書く人を集めているのか…。","2016-12-15 14:37 +0000","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809406624859242496","https://twitter.com/nandaka_furari/status/809406624859242496","大砲ラーメンは知っとる。トンコツが独特だったな。そういえばこういう記事もクラウドソーシングなのかと思ったら違うな。どういうさ #プロモーション https://t.co/ySdg3RTJfn","2016-12-15 14:35 +0000","14.0","1.0","0.07142857142857142","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809401122628567040","https://twitter.com/nandaka_furari/status/809401122628567040","@nandaka_furari ようやく分かった。ファイルの場所をURI形式でfile:///をつけてパス区切りをスラッシュにすれば読むようになった。","2016-12-15 14:14 +0000","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809388343398047744","https://twitter.com/nandaka_furari/status/809388343398047744","ツイッターにもフェイスブックのsorryボタンみたいに気持ちの選択肢が増えてほしい。うっかり、よくねーよ、てことにいいね押してしまいそう。","2016-12-15 13:23 +0000","40.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809350002212421632","https://twitter.com/nandaka_furari/status/809350002212421632","冷える…ストーブがあればなー。","2016-12-15 10:50 +0000","31.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809349845605457920","https://twitter.com/nandaka_furari/status/809349845605457920","jEditのlocatingRulesのインクルードがうまくいかない理由がさっぱり分からない。あっちではうまくいってるのにこっちではうまくいかない。","2016-12-15 10:50 +0000","47.0","1.0","0.02127659574468085","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809330632522285057","https://twitter.com/nandaka_furari/status/809330632522285057","Jing、Trangの存在は割と以前から知っていたはずなのに。知識や技量が足りてなかったからというのがありそう。","2016-12-15 09:33 +0000","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809329822535065600","https://twitter.com/nandaka_furari/status/809329822535065600","@nandaka_furari 探して見つけられなかったら、探し方が悪かったのに無いものと思い込んでしまうことは多いだろうな。","2016-12-15 09:30 +0000","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809328756468785152","https://twitter.com/nandaka_furari/status/809328756468785152","2004の記事だけど。
https://t.co/dez0Jc4ttK
XML SchemaはXercesがValidatorの実装をしているんだったかな。いつだったかRealxNGの実装も探したことあったはずなんだけど、見つけられなかったんだよな。","2016-12-15 09:26 +0000","40.0","1.0","0.025","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809325786201145344","https://twitter.com/nandaka_furari/status/809325786201145344","@nandaka_furari なんかどうでもいい話のような気がしてきたし、コード書く続きするか。","2016-12-15 09:14 +0000","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809324971759570945","https://twitter.com/nandaka_furari/status/809324971759570945","炎上を楽しみにしているのはそれだけ心が荒んでいるからのような気もするし。なにか癒しになるのを見つけないと際限ないな。","2016-12-15 09:11 +0000","29.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809324302226989056","https://twitter.com/nandaka_furari/status/809324302226989056","@nandaka_furari おもしろいことになってきやがったな！","2016-12-15 09:08 +0000","25.0","2.0","0.08","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809321981954834433","https://twitter.com/nandaka_furari/status/809321981954834433","後で読む。たぶん。 https://t.co/2tKQABxt5B","2016-12-15 08:59 +0000","28.0","1.0","0.03571428571428571","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809320236834918400","https://twitter.com/nandaka_furari/status/809320236834918400","お、なんかあったのか。wktk。","2016-12-15 08:52 +0000","38.0","2.0","0.05263157894736842","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809298258782629888","https://twitter.com/nandaka_furari/status/809298258782629888","米ヤフー、ベライゾンが買収するの、やめるんじゃないの。","2016-12-15 07:25 +0000","459.0","2.0","0.004357298474945534","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809245097208397825","https://twitter.com/nandaka_furari/status/809245097208397825","内臓脂肪を脳で消費するエネルギー源にする薬があればノーベル医学賞の受賞は間違いなし。なので誰か開発してほしい。","2016-12-15 03:54 +0000","25.0","1.0","0.04","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809032230714556416","https://twitter.com/nandaka_furari/status/809032230714556416","そろそろ寝るか。でもその前にゲームするかな。","2016-12-14 13:48 +0000","21.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809029661569056768","https://twitter.com/nandaka_furari/status/809029661569056768","https://t.co/vqAfrDxOtM
https://t.co/mRvGw5sDYd
艦これ、とうらぶに置き換えた場合の文面をシミュレーションしている……","2016-12-14 13:37 +0000","45.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809027213039284225","https://twitter.com/nandaka_furari/status/809027213039284225","@nandaka_furari ツイッター広告の話じゃなくて漫画の話だった。うかつ。","2016-12-14 13:28 +0000","18.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809027007086358533","https://twitter.com/nandaka_furari/status/809027007086358533","2位はTOYOTAの「イチローが嫌いだ」かな。","2016-12-14 13:27 +0000","55.0","2.0","0.03636363636363636","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809024919174422528","https://twitter.com/nandaka_furari/status/809024919174422528","ヘイトクライムだろうから結構関心があるし、こういうことが許せない無くしたいて人を手伝うことも厭わないんだけど、ただこれで大騒ぎしてるほとんどの人達からは俺はお呼びじゃないと扱われることも目に見えてるし、こういうニュースはなんかこう虚しさを覚える。 https://t.co/MQk2dKbCma","2016-12-14 13:19 +0000","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809010533827547136","https://twitter.com/nandaka_furari/status/809010533827547136","あーこれは、もしかしてあれがそうだったのか。 https://t.co/wrwAfaHQN2","2016-12-14 12:21 +0000","25.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808991914187837440","https://twitter.com/nandaka_furari/status/808991914187837440","@nandaka_furari 女神転生のコープスとか。","2016-12-14 11:07 +0000","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808991610658635776","https://twitter.com/nandaka_furari/status/808991610658635776","ドラクエでセーブデータが飛んだとか、バイオハザードの窓ガラスを破る犬とかそういう定番のもちゃんとトラウマ。","2016-12-14 11:06 +0000","57.0","1.0","0.017543859649122806","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808990987468976129","https://twitter.com/nandaka_furari/status/808990987468976129","#Wesnoth のDID。なぜか「ご主人様ー♡」というタイプのキャラが受けつけなくなった。 #おまえらのゲームのトラウマ挙げてけ","2016-12-14 11:04 +0000","332.0","4.0","0.012048192771084338","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808990338371072000","https://twitter.com/nandaka_furari/status/808990338371072000","#提督の決断 でガダルカナル攻防戦のシナリオではガダルカナル島に日本軍の大兵力が駐屯しているのに次のシナリオでは米軍領。 #おまえらのゲームのトラウマ挙げてけ","2016-12-14 11:01 +0000","536.0","1.0","0.0018656716417910447","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808988932905914369","https://twitter.com/nandaka_furari/status/808988932905914369","""ノーアクセルカー""
置物じゃねーか。 https://t.co/hcnkcrv4sl","2016-12-14 10:56 +0000","32.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808975974318514176","https://twitter.com/nandaka_furari/status/808975974318514176","東京新聞じゃなく東京交通新聞というのがあるのか。いやまあいろいろあるんだね。
https://t.co/eIzTCZVO09","2016-12-14 10:04 +0000","35.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808973640209350656","https://twitter.com/nandaka_furari/status/808973640209350656","映像の入手ってフジテレビ経由だったのか。それを日本テレビも買ったのか。
https://t.co/u2DXr6wuW1","2016-12-14 09:55 +0000","46.0","1.0","0.021739130434782608","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808972832558366720","https://twitter.com/nandaka_furari/status/808972832558366720","乳児の首が乳首に見えてしまったので俺はもうだめかもしれない。 https://t.co/lPr8LYUUle","2016-12-14 09:52 +0000","40.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808972399345475584","https://twitter.com/nandaka_furari/status/808972399345475584","犯罪予備軍と判定される自信がある俺は一体どうしたら…。","2016-12-14 09:50 +0000","26.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808968786569097216","https://twitter.com/nandaka_furari/status/808968786569097216","運用の問題はありそうだし問われるような気はするな。オスプレイに空中給油させてもいいのか、みたいな。","2016-12-14 09:36 +0000","45.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808956020525412352","https://twitter.com/nandaka_furari/status/808956020525412352","jQueryと比較されるほどD3.js来てるのか。とりあえず本を買っといたが無駄にはならなそうだな。ぱっと見、描画系のライブラリが注目されているような感じを受ける。問題は中心となるそれがcanvas要素かSVGなのか。 https://t.co/nrsy5i8mFe","2016-12-14 08:45 +0000","251.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808939543432863744","https://twitter.com/nandaka_furari/status/808939543432863744","オスプレイ、根拠はないが運用方法に問題があるんでは、という気がしてる。","2016-12-14 07:39 +0000","61.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808908715101458433","https://twitter.com/nandaka_furari/status/808908715101458433","途中まで読んだので後で全部…。 https://t.co/EqqNb9v2rJ","2016-12-14 05:37 +0000","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808879016346206209","https://twitter.com/nandaka_furari/status/808879016346206209","オスプレイはどうみても墜落なのだけど不時着といったら余計な不信を買うだけじゃないか。","2016-12-14 03:39 +0000","64.0","1.0","0.015625","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808841995909070848","https://twitter.com/nandaka_furari/status/808841995909070848","週刊新潮の告発はまじ話かどうかしばらく様子見だな。","2016-12-14 01:12 +0000","40.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808645879385059328","https://twitter.com/nandaka_furari/status/808645879385059328","色々苦労してきたかいあってか使い物になりそうな感じだ。
https://t.co/EKwJwyYj51
いまだ不十分だが焦らず行けば仕上がっていくはず。","2016-12-13 12:12 +0000","64.0","1.0","0.015625","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808644923054399488","https://twitter.com/nandaka_furari/status/808644923054399488","今日はもう後は何もしないで早めに寝るかな。ピークは過ぎたとはいえ気づかないうちに疲れがたまっているかもしれない。","2016-12-13 12:09 +0000","44.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808632819501047808","https://twitter.com/nandaka_furari/status/808632819501047808","どうにかして防ぎたい、か。いい心がけだとは思うけど、その手段がレイシズムだとなんの解決にもならないな。俺ならちゃんと「防ぐ」ためにうまく行く手伝いができる自信があるんだけど。いや、でも、フォロワーがフォローの4分の1もいかないようなアカウントの言うことなんて聞いてはくれないか。 https://t.co/OJwU1wy28X","2016-12-13 11:21 +0000","47.0","3.0","0.06382978723404255","0.0","0.0","0.0","2.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808613180540743681","https://twitter.com/nandaka_furari/status/808613180540743681","利根川先生………！
https://t.co/LduLrZkjaF","2016-12-13 10:03 +0000","43.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808518814879006720","https://twitter.com/nandaka_furari/status/808518814879006720","「艦これの艦娘に恋」に置き換えたとしたら。
？？「なにもかもあなたの幻想です。」","2016-12-13 03:48 +0000","45.0","3.0","0.06666666666666667","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808313623412019200","https://twitter.com/nandaka_furari/status/808313623412019200","オフトンGO","2016-12-12 14:12 +0000","28.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808309366143139841","https://twitter.com/nandaka_furari/status/808309366143139841","d3.jsもそろそろ本格的に取り組みたいところなんだけど、直接に仕事に関わるわけじゃないからなかなかやる気が起きない。","2016-12-12 13:55 +0000","33.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808304288627687424","https://twitter.com/nandaka_furari/status/808304288627687424","向こうのヤフーニュースコメントことnaverニュースコメントの反応がもしアレだったら煽ってみようかな。こっちの国士様もこのニュースでアレだろうし両方同時に煽ってみたらアレな感じになるかな…。","2016-12-12 13:35 +0000","31.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808300496523931648","https://twitter.com/nandaka_furari/status/808300496523931648","閉鎖空間で経験値を積むのは結構重要だと思うけどVirtualBoxとかで代用できるともいえるかな。俺はいまだに使い方わからんけど。","2016-12-12 13:20 +0000","40.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808295157434986496","https://twitter.com/nandaka_furari/status/808295157434986496","XSLTファイルを自身をソースに変換する感じのやつ。
https://t.co/EKwJwyYj51
色々と工夫のし甲斐はありそうだし、しばらくはこれだけいじっていってみようかな。","2016-12-12 12:59 +0000","44.0","1.0","0.022727272727272728","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808279034878521350","https://twitter.com/nandaka_furari/status/808279034878521350","俺のTLにいつも流れてくるプロモーションはこんな感じ。
https://t.co/4hpYVQQzVu
でもサラリーマンて異常だは流れてくる。","2016-12-12 11:55 +0000","68.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808271129815068672","https://twitter.com/nandaka_furari/status/808271129815068672","恐竜ってくくりがものすごく大雑把なのかな。","2016-12-12 11:23 +0000","39.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
